logg,Teff,Z,a,b
5.0,15000.0,-0.3,0.123,0.2491
2.5,16000.0,-0.3,0.1464,0.3011
3.0,16000.0,-0.3,0.1284,0.279
3.5,16000.0,-0.3,0.1219,0.261
4.0,16000.0,-0.3,0.1197,0.2491
4.5,16000.0,-0.3,0.1185,0.2429
5.0,16000.0,-0.3,0.1173,0.241
2.5,17000.0,-0.3,0.1468,0.3051
3.0,17000.0,-0.3,0.1245,0.2807
3.5,17000.0,-0.3,0.1177,0.2594
4.0,17000.0,-0.3,0.1152,0.2454
4.5,17000.0,-0.3,0.1139,0.2376
5.0,17000.0,-0.3,0.1128,0.2342
2.5,18000.0,-0.3,0.1467,0.3121
3.0,18000.0,-0.3,0.1213,0.2836
3.5,18000.0,-0.3,0.1138,0.259
4.0,18000.0,-0.3,0.1115,0.2425
4.5,18000.0,-0.3,0.1104,0.2329
5.0,18000.0,-0.3,0.1093,0.2285
2.5,19000.0,-0.3,0.1461,0.3212
3.0,19000.0,-0.3,0.1174,0.289
3.5,19000.0,-0.3,0.1096,0.2603
4.0,19000.0,-0.3,0.1076,0.2409
4.5,19000.0,-0.3,0.1066,0.2298
5.0,19000.0,-0.3,0.1058,0.2242
3.0,20000.0,-0.3,0.1119,0.297
3.5,20000.0,-0.3,0.1052,0.2633
4.0,20000.0,-0.3,0.1036,0.2407
4.5,20000.0,-0.3,0.103,0.2277
5.0,20000.0,-0.3,0.1022,0.2213
3.0,21000.0,-0.3,0.1053,0.3066
3.5,21000.0,-0.3,0.0995,0.2684
4.0,21000.0,-0.3,0.099,0.2423
4.5,21000.0,-0.3,0.0993,0.2267
5.0,21000.0,-0.3,0.0989,0.219
3.0,22000.0,-0.3,0.099,0.3158
3.5,22000.0,-0.3,0.0927,0.275
4.0,22000.0,-0.3,0.0937,0.2456
4.5,22000.0,-0.3,0.0949,0.2277
5.0,22000.0,-0.3,0.0951,0.2183
3.0,23000.0,-0.3,0.0967,0.3221
3.5,23000.0,-0.3,0.0854,0.2819
4.0,23000.0,-0.3,0.0875,0.2501
4.5,23000.0,-0.3,0.0897,0.2301
5.0,23000.0,-0.3,0.0911,0.2187
3.0,24000.0,-0.3,0.0984,0.3275
3.5,24000.0,-0.3,0.0797,0.2873
4.0,24000.0,-0.3,0.0807,0.255
4.5,24000.0,-0.3,0.0842,0.2333
5.0,24000.0,-0.3,0.0863,0.2208
3.0,25000.0,-0.3,0.1021,0.3338
3.5,25000.0,-0.3,0.0763,0.2919
4.0,25000.0,-0.3,0.0749,0.2589
4.5,25000.0,-0.3,0.0783,0.2368
5.0,25000.0,-0.3,0.0811,0.2235
3.0,26000.0,-0.3,0.1041,0.3423
3.5,26000.0,-0.3,0.0748,0.2965
4.0,26000.0,-0.3,0.0705,0.2619
4.5,26000.0,-0.3,0.0731,0.2393
5.0,26000.0,-0.3,0.0759,0.226
3.5,27000.0,-0.3,0.0733,0.3027
4.0,27000.0,-0.3,0.068,0.2645
4.5,27000.0,-0.3,0.0689,0.241
5.0,27000.0,-0.3,0.0714,0.2274
3.5,28000.0,-0.3,0.071,0.3095
4.0,28000.0,-0.3,0.0657,0.268
4.5,28000.0,-0.3,0.0661,0.2421
5.0,28000.0,-0.3,0.0679,0.2277
3.5,29000.0,-0.3,0.0663,0.3168
4.0,29000.0,-0.3,0.0631,0.2717
4.5,29000.0,-0.3,0.0641,0.2431
5.0,29000.0,-0.3,0.0651,0.2275
3.5,30000.0,-0.3,0.0594,0.3251
4.0,30000.0,-0.3,0.0598,0.2751
4.5,30000.0,-0.3,0.0613,0.2446
5.0,30000.0,-0.3,0.063,0.2266
3.5,31000.0,-0.3,0.0509,0.3351
4.0,31000.0,-0.3,0.0542,0.2788
4.5,31000.0,-0.3,0.0584,0.245
5.0,31000.0,-0.3,0.061,0.2252
4.0,32000.0,-0.3,0.0479,0.2824
4.5,32000.0,-0.3,0.0546,0.2449
5.0,32000.0,-0.3,0.0585,0.2231
4.0,33000.0,-0.3,0.0398,0.2874
4.5,33000.0,-0.3,0.0506,0.2439
5.0,33000.0,-0.3,0.0556,0.2202
4.0,34000.0,-0.3,0.0312,0.2923
4.5,34000.0,-0.3,0.0445,0.2446
5.0,34000.0,-0.3,0.0523,0.2171
4.0,35000.0,-0.3,0.0224,0.2965
4.5,35000.0,-0.3,0.0374,0.2458
5.0,35000.0,-0.3,0.048,0.2145
4.5,37500.0,-0.3,0.0207,0.2448
5.0,37500.0,-0.3,0.034,0.209
4.5,40000.0,-0.3,0.0127,0.2421
5.0,40000.0,-0.3,0.0233,0.201
5.0,42500.0,-0.3,0.0181,0.1967
5.0,45000.0,-0.3,0.0141,0.1972
5.0,47500.0,-0.3,0.0109,0.1987
5.0,50000.0,-0.3,0.0073,0.2016
0.0,3500.0,-0.2,0.9347,-0.1116
0.5,3500.0,-0.2,0.932,-0.1113
1.0,3500.0,-0.2,0.9233,-0.1084
1.5,3500.0,-0.2,0.9104,-0.1016
2.0,3500.0,-0.2,0.8975,-0.0961
2.5,3500.0,-0.2,0.8734,-0.0796
3.0,3500.0,-0.2,0.7687,0.0129
3.5,3500.0,-0.2,0.577,0.1882
4.0,3500.0,-0.2,0.4325,0.3113
4.5,3500.0,-0.2,0.3525,0.3729
5.0,3500.0,-0.2,0.3142,0.3976
0.0,3750.0,-0.2,0.8587,-0.0532
0.5,3750.0,-0.2,0.8629,-0.0536
1.0,3750.0,-0.2,0.8667,-0.0576
1.5,3750.0,-0.2,0.8691,-0.0636
2.0,3750.0,-0.2,0.8717,-0.0716
2.5,3750.0,-0.2,0.8694,-0.077
3.0,3750.0,-0.2,0.8544,-0.0713
3.5,3750.0,-0.2,0.728,0.0379
4.0,3750.0,-0.2,0.4989,0.2423
4.5,3750.0,-0.2,0.3402,0.3719
5.0,3750.0,-0.2,0.2631,0.426
0.0,4000.0,-0.2,0.7887,-0.007
0.5,4000.0,-0.2,0.7895,-0.0047
1.0,4000.0,-0.2,0.7884,0.0022
1.5,4000.0,-0.2,0.7891,0.0018
2.0,4000.0,-0.2,0.7908,-0.0009
2.5,4000.0,-0.2,0.7927,-0.0054
3.0,4000.0,-0.2,0.7945,-0.0116
3.5,4000.0,-0.2,0.7863,-0.01
4.0,4000.0,-0.2,0.677,0.079
4.5,4000.0,-0.2,0.4639,0.2589
5.0,4000.0,-0.2,0.303,0.3831
0.0,4250.0,-0.2,0.7197,0.0399
0.5,4250.0,-0.2,0.7206,0.045
1.0,4250.0,-0.2,0.7234,0.0456
1.5,4250.0,-0.2,0.7221,0.048
2.0,4250.0,-0.2,0.7243,0.0455
2.5,4250.0,-0.2,0.7264,0.0422
3.0,4250.0,-0.2,0.7277,0.039
3.5,4250.0,-0.2,0.7277,0.0365
4.0,4250.0,-0.2,0.7224,0.0382
4.5,4250.0,-0.2,0.6443,0.101
5.0,4250.0,-0.2,0.469,0.2423
0.0,4500.0,-0.2,0.6566,0.0806
0.5,4500.0,-0.2,0.6526,0.0914
1.0,4500.0,-0.2,0.6519,0.0972
1.5,4500.0,-0.2,0.654,0.0969
2.0,4500.0,-0.2,0.6574,0.094
2.5,4500.0,-0.2,0.662,0.0888
3.0,4500.0,-0.2,0.6663,0.0832
3.5,4500.0,-0.2,0.6691,0.0787
4.0,4500.0,-0.2,0.6695,0.0762
4.5,4500.0,-0.2,0.666,0.0775
5.0,4500.0,-0.2,0.6148,0.1189
0.0,4750.0,-0.2,0.5897,0.1243
0.5,4750.0,-0.2,0.5862,0.1361
1.0,4750.0,-0.2,0.5826,0.1452
1.5,4750.0,-0.2,0.5882,0.1428
2.0,4750.0,-0.2,0.5885,0.1441
2.5,4750.0,-0.2,0.594,0.1392
3.0,4750.0,-0.2,0.6,0.1332
3.5,4750.0,-0.2,0.605,0.1275
4.0,4750.0,-0.2,0.6094,0.1221
4.5,4750.0,-0.2,0.6106,0.1196
5.0,4750.0,-0.2,0.6085,0.1204
0.0,5000.0,-0.2,0.528,0.1601
0.5,5000.0,-0.2,0.5231,0.1739
1.0,5000.0,-0.2,0.5273,0.1784
1.5,5000.0,-0.2,0.5239,0.1852
2.0,5000.0,-0.2,0.5229,0.189
2.5,5000.0,-0.2,0.5277,0.1855
3.0,5000.0,-0.2,0.5339,0.1807
3.5,5000.0,-0.2,0.5405,0.1747
4.0,5000.0,-0.2,0.5461,0.1693
4.5,5000.0,-0.2,0.5508,0.1646
5.0,5000.0,-0.2,0.5522,0.1629
0.0,5250.0,-0.2,0.4768,0.1876
0.5,5250.0,-0.2,0.4749,0.1982
1.0,5250.0,-0.2,0.4703,0.2101
1.5,5250.0,-0.2,0.4662,0.2185
2.0,5250.0,-0.2,0.4655,0.2236
2.5,5250.0,-0.2,0.4656,0.2257
3.0,5250.0,-0.2,0.4702,0.2236
3.5,5250.0,-0.2,0.4781,0.2172
4.0,5250.0,-0.2,0.485,0.2115
4.5,5250.0,-0.2,0.49,0.2075
5.0,5250.0,-0.2,0.491,0.2074
0.0,5500.0,-0.2,0.5666,0.0992
0.5,5500.0,-0.2,0.4203,0.2265
1.0,5500.0,-0.2,0.416,0.2355
1.5,5500.0,-0.2,0.4128,0.2443
2.0,5500.0,-0.2,0.4054,0.2569
2.5,5500.0,-0.2,0.4071,0.2602
3.0,5500.0,-0.2,0.4146,0.257
3.5,5500.0,-0.2,0.4219,0.2522
4.0,5500.0,-0.2,0.4288,0.2472
4.5,5500.0,-0.2,0.4341,0.2434
5.0,5500.0,-0.2,0.433,0.2459
0.0,5750.0,-0.2,0.5432,0.1129
0.5,5750.0,-0.2,0.5409,0.1195
1.0,5750.0,-0.2,0.3777,0.2582
1.5,5750.0,-0.2,0.3725,0.2639
2.0,5750.0,-0.2,0.3692,0.2717
2.5,5750.0,-0.2,0.3698,0.2755
3.0,5750.0,-0.2,0.3709,0.2787
3.5,5750.0,-0.2,0.3755,0.2773
4.0,5750.0,-0.2,0.3819,0.2736
4.5,5750.0,-0.2,0.3858,0.2711
5.0,5750.0,-0.2,0.386,0.2725
0.0,6000.0,-0.2,0.5164,0.1314
0.5,6000.0,-0.2,0.513,0.1394
1.0,6000.0,-0.2,0.5117,0.1427
1.5,6000.0,-0.2,0.3394,0.2841
2.0,6000.0,-0.2,0.341,0.285
2.5,6000.0,-0.2,0.3376,0.2897
3.0,6000.0,-0.2,0.3383,0.2921
3.5,6000.0,-0.2,0.3391,0.2941
4.0,6000.0,-0.2,0.3434,0.2918
4.5,6000.0,-0.2,0.3447,0.2916
5.0,6000.0,-0.2,0.3435,0.294
0.5,6250.0,-0.2,0.4896,0.1552
1.0,6250.0,-0.2,0.4846,0.1629
1.5,6250.0,-0.2,0.4829,0.1646
2.0,6250.0,-0.2,0.3107,0.303
2.5,6250.0,-0.2,0.3114,0.3025
3.0,6250.0,-0.2,0.3119,0.303
3.5,6250.0,-0.2,0.3133,0.3033
4.0,6250.0,-0.2,0.3153,0.3023
4.5,6250.0,-0.2,0.3147,0.3032
5.0,6250.0,-0.2,0.3127,0.3055
0.5,6500.0,-0.2,0.4703,0.1671
1.0,6500.0,-0.2,0.4622,0.178
1.5,6500.0,-0.2,0.4565,0.1846
2.0,6500.0,-0.2,0.4547,0.1848
2.5,6500.0,-0.2,0.2872,0.3164
3.0,6500.0,-0.2,0.2891,0.314
3.5,6500.0,-0.2,0.2913,0.312
4.0,6500.0,-0.2,0.2931,0.31
4.5,6500.0,-0.2,0.2914,0.311
5.0,6500.0,-0.2,0.2891,0.3127
0.5,6750.0,-0.2,0.443,0.1887
1.0,6750.0,-0.2,0.442,0.1909
1.5,6750.0,-0.2,0.4336,0.2003
2.0,6750.0,-0.2,0.427,0.2058
2.5,6750.0,-0.2,0.4266,0.2033
3.0,6750.0,-0.2,0.2695,0.3243
3.5,6750.0,-0.2,0.2706,0.3215
4.0,6750.0,-0.2,0.2734,0.318
4.5,6750.0,-0.2,0.273,0.3167
5.0,6750.0,-0.2,0.2721,0.3165
0.5,7000.0,-0.2,0.4148,0.2111
1.0,7000.0,-0.2,0.4134,0.2129
1.5,7000.0,-0.2,0.4141,0.2118
2.0,7000.0,-0.2,0.4059,0.2195
2.5,7000.0,-0.2,0.3991,0.2242
3.0,7000.0,-0.2,0.3987,0.2208
3.5,7000.0,-0.2,0.2541,0.3297
4.0,7000.0,-0.2,0.2559,0.3259
4.5,7000.0,-0.2,0.2565,0.3233
5.0,7000.0,-0.2,0.2575,0.3211
0.5,7250.0,-0.2,0.3877,0.2305
1.0,7250.0,-0.2,0.3816,0.2366
1.5,7250.0,-0.2,0.3822,0.2355
2.0,7250.0,-0.2,0.3849,0.2316
2.5,7250.0,-0.2,0.3771,0.2383
3.0,7250.0,-0.2,0.3712,0.2413
3.5,7250.0,-0.2,0.3715,0.2369
4.0,7250.0,-0.2,0.24,0.3332
4.5,7250.0,-0.2,0.2404,0.33
5.0,7250.0,-0.2,0.243,0.3265
0.5,7500.0,-0.2,0.3643,0.2439
1.0,7500.0,-0.2,0.3535,0.2543
1.5,7500.0,-0.2,0.349,0.2579
2.0,7500.0,-0.2,0.3517,0.2543
2.5,7500.0,-0.2,0.3552,0.2494
3.0,7500.0,-0.2,0.3487,0.2551
3.5,7500.0,-0.2,0.3445,0.2566
4.0,7500.0,-0.2,0.3447,0.2521
4.5,7500.0,-0.2,0.2252,0.3374
5.0,7500.0,-0.2,0.2275,0.3331
1.0,7750.0,-0.2,0.3333,0.2633
1.5,7750.0,-0.2,0.3222,0.2722
2.0,7750.0,-0.2,0.3201,0.2731
2.5,7750.0,-0.2,0.3247,0.2675
3.0,7750.0,-0.2,0.3285,0.2629
3.5,7750.0,-0.2,0.3228,0.2686
4.0,7750.0,-0.2,0.3195,0.2693
4.5,7750.0,-0.2,0.2169,0.3408
5.0,7750.0,-0.2,0.214,0.3394
1.0,8000.0,-0.2,0.3217,0.2646
1.5,8000.0,-0.2,0.3041,0.2778
2.0,8000.0,-0.2,0.2965,0.2826
2.5,8000.0,-0.2,0.297,0.2808
3.0,8000.0,-0.2,0.3023,0.275
3.5,8000.0,-0.2,0.3051,0.2724
4.0,8000.0,-0.2,0.2985,0.2801
4.5,8000.0,-0.2,0.2959,0.2808
5.0,8000.0,-0.2,0.2027,0.3442
1.0,8250.0,-0.2,0.3152,0.2625
1.5,8250.0,-0.2,0.2923,0.2793
2.0,8250.0,-0.2,0.2799,0.286
2.5,8250.0,-0.2,0.2762,0.2866
3.0,8250.0,-0.2,0.2779,0.2838
3.5,8250.0,-0.2,0.2834,0.2784
4.0,8250.0,-0.2,0.2833,0.2803
4.5,8250.0,-0.2,0.2759,0.2902
5.0,8250.0,-0.2,0.2729,0.291
1.0,8500.0,-0.2,0.317,0.2556
1.5,8500.0,-0.2,0.2834,0.2805
2.0,8500.0,-0.2,0.2675,0.2881
2.5,8500.0,-0.2,0.2605,0.2893
3.0,8500.0,-0.2,0.2596,0.2875
3.5,8500.0,-0.2,0.2625,0.2839
4.0,8500.0,-0.2,0.2672,0.2797
4.5,8500.0,-0.2,0.2627,0.288
5.0,8500.0,-0.2,0.2554,0.2983
1.5,8750.0,-0.2,0.277,0.2812
2.0,8750.0,-0.2,0.2579,0.2899
2.5,8750.0,-0.2,0.2484,0.2915
3.0,8750.0,-0.2,0.2445,0.2905
3.5,8750.0,-0.2,0.2447,0.288
4.0,8750.0,-0.2,0.2491,0.2832
4.5,8750.0,-0.2,0.2521,0.2816
5.0,8750.0,-0.2,0.2426,0.2971
1.5,9000.0,-0.2,0.2716,0.2822
2.0,9000.0,-0.2,0.2498,0.2917
2.5,9000.0,-0.2,0.2389,0.2931
3.0,9000.0,-0.2,0.2334,0.2922
3.5,9000.0,-0.2,0.2324,0.2894
4.0,9000.0,-0.2,0.234,0.2861
4.5,9000.0,-0.2,0.2391,0.2811
5.0,9000.0,-0.2,0.2464,0.2748
2.0,9250.0,-0.2,0.2424,0.2936
2.5,9250.0,-0.2,0.2305,0.2949
3.0,9250.0,-0.2,0.224,0.2937
3.5,9250.0,-0.2,0.2213,0.2915
4.0,9250.0,-0.2,0.222,0.2882
4.5,9250.0,-0.2,0.2249,0.2842
5.0,9250.0,-0.2,0.2302,0.279
2.0,9500.0,-0.2,0.235,0.2957
2.5,9500.0,-0.2,0.2227,0.2964
3.0,9500.0,-0.2,0.2162,0.2943
3.5,9500.0,-0.2,0.2128,0.2921
4.0,9500.0,-0.2,0.2117,0.2897
4.5,9500.0,-0.2,0.2135,0.2863
5.0,9500.0,-0.2,0.2172,0.2818
2.0,9750.0,-0.2,0.2278,0.2978
2.5,9750.0,-0.2,0.2153,0.2977
3.0,9750.0,-0.2,0.2086,0.2953
3.5,9750.0,-0.2,0.205,0.2926
4.0,9750.0,-0.2,0.2033,0.2903
4.5,9750.0,-0.2,0.2032,0.2883
5.0,9750.0,-0.2,0.2059,0.2845
2.0,10000.0,-0.2,0.2209,0.2996
2.5,10000.0,-0.2,0.2076,0.2994
3.0,10000.0,-0.2,0.2017,0.2959
3.5,10000.0,-0.2,0.1981,0.2928
4.0,10000.0,-0.2,0.1957,0.2907
4.5,10000.0,-0.2,0.1942,0.2897
5.0,10000.0,-0.2,0.1962,0.2865
2.0,10500.0,-0.2,0.2088,0.3017
2.5,10500.0,-0.2,0.194,0.3006
3.0,10500.0,-0.2,0.1883,0.2963
3.5,10500.0,-0.2,0.1856,0.2923
4.0,10500.0,-0.2,0.1839,0.2893
4.5,10500.0,-0.2,0.1823,0.2878
5.0,10500.0,-0.2,0.1813,0.2872
2.5,11000.0,-0.2,0.1826,0.2999
3.0,11000.0,-0.2,0.1766,0.2946
3.5,11000.0,-0.2,0.1741,0.2905
4.0,11000.0,-0.2,0.1732,0.2872
4.5,11000.0,-0.2,0.172,0.2854
5.0,11000.0,-0.2,0.1703,0.2853
2.5,11500.0,-0.2,0.1738,0.2982
3.0,11500.0,-0.2,0.1664,0.292
3.5,11500.0,-0.2,0.1643,0.2871
4.0,11500.0,-0.2,0.1636,0.2838
4.5,11500.0,-0.2,0.1635,0.2814
5.0,11500.0,-0.2,0.162,0.2813
2.5,12000.0,-0.2,0.1664,0.2971
3.0,12000.0,-0.2,0.1585,0.2886
3.5,12000.0,-0.2,0.156,0.2827
4.0,12000.0,-0.2,0.1555,0.2793
4.5,12000.0,-0.2,0.1555,0.2774
5.0,12000.0,-0.2,0.155,0.2767
2.5,12500.0,-0.2,0.1615,0.296
3.0,12500.0,-0.2,0.1519,0.2856
3.5,12500.0,-0.2,0.149,0.2783
4.0,12500.0,-0.2,0.1481,0.2747
4.5,12500.0,-0.2,0.1481,0.2731
5.0,12500.0,-0.2,0.1486,0.2722
2.5,13000.0,-0.2,0.1571,0.296
3.0,13000.0,-0.2,0.1466,0.2833
3.5,13000.0,-0.2,0.1433,0.2741
4.0,13000.0,-0.2,0.142,0.2699
4.5,13000.0,-0.2,0.1424,0.2678
5.0,13000.0,-0.2,0.1425,0.2677
2.0,14000.0,-0.2,0.1893,0.306
2.5,14000.0,-0.2,0.1512,0.2968
3.0,14000.0,-0.2,0.1385,0.2804
3.5,14000.0,-0.2,0.1341,0.2679
4.0,14000.0,-0.2,0.1324,0.2611
4.5,14000.0,-0.2,0.1324,0.2581
5.0,14000.0,-0.2,0.1321,0.2582
2.5,15000.0,-0.2,0.1477,0.299
3.0,15000.0,-0.2,0.1328,0.2789
3.5,15000.0,-0.2,0.1276,0.2633
4.0,15000.0,-0.2,0.1253,0.2542
4.5,15000.0,-0.2,0.1249,0.2494
5.0,15000.0,-0.2,0.1244,0.2487
2.5,16000.0,-0.2,0.1469,0.3013
3.0,16000.0,-0.2,0.1281,0.2795
3.5,16000.0,-0.2,0.1223,0.2606
4.0,16000.0,-0.2,0.1203,0.2485
4.5,16000.0,-0.2,0.1192,0.2425
5.0,16000.0,-0.2,0.1185,0.2406
2.5,17000.0,-0.2,0.1469,0.306
3.0,17000.0,-0.2,0.1242,0.2815
3.5,17000.0,-0.2,0.1175,0.2597
4.0,17000.0,-0.2,0.1156,0.245
4.5,17000.0,-0.2,0.1146,0.237
5.0,17000.0,-0.2,0.1136,0.2339
2.5,18000.0,-0.2,0.1471,0.3131
3.0,18000.0,-0.2,0.1211,0.2845
3.5,18000.0,-0.2,0.1138,0.2592
4.0,18000.0,-0.2,0.1116,0.2424
4.5,18000.0,-0.2,0.111,0.2325
5.0,18000.0,-0.2,0.1099,0.2284
2.5,19000.0,-0.2,0.1464,0.3224
3.0,19000.0,-0.2,0.117,0.2905
3.5,19000.0,-0.2,0.1101,0.2603
4.0,19000.0,-0.2,0.1079,0.2409
4.5,19000.0,-0.2,0.1071,0.2295
5.0,19000.0,-0.2,0.1067,0.2237
3.0,20000.0,-0.2,0.1116,0.2987
3.5,20000.0,-0.2,0.1053,0.2639
4.0,20000.0,-0.2,0.1043,0.2405
4.5,20000.0,-0.2,0.1037,0.2273
5.0,20000.0,-0.2,0.1036,0.2203
3.0,21000.0,-0.2,0.105,0.3082
3.5,21000.0,-0.2,0.0993,0.2696
4.0,21000.0,-0.2,0.0996,0.2423
4.5,21000.0,-0.2,0.0999,0.2266
5.0,21000.0,-0.2,0.1001,0.2182
3.0,22000.0,-0.2,0.099,0.317
3.5,22000.0,-0.2,0.0922,0.2766
4.0,22000.0,-0.2,0.0942,0.2459
4.5,22000.0,-0.2,0.0957,0.2275
5.0,22000.0,-0.2,0.0964,0.2176
3.0,23000.0,-0.2,0.0962,0.3239
3.5,23000.0,-0.2,0.0851,0.2832
4.0,23000.0,-0.2,0.0874,0.2511
4.5,23000.0,-0.2,0.0907,0.2299
5.0,23000.0,-0.2,0.0921,0.2185
3.0,24000.0,-0.2,0.0986,0.3288
3.5,24000.0,-0.2,0.0789,0.289
4.0,24000.0,-0.2,0.0806,0.2559
4.5,24000.0,-0.2,0.0849,0.2334
5.0,24000.0,-0.2,0.0873,0.2205
3.0,25000.0,-0.2,0.1031,0.3345
3.5,25000.0,-0.2,0.0755,0.2935
4.0,25000.0,-0.2,0.0747,0.2597
4.5,25000.0,-0.2,0.0789,0.2368
5.0,25000.0,-0.2,0.0824,0.2229
3.0,26000.0,-0.2,0.1051,0.3432
3.5,26000.0,-0.2,0.0742,0.298
4.0,26000.0,-0.2,0.0704,0.2626
4.5,26000.0,-0.2,0.0734,0.2396
5.0,26000.0,-0.2,0.0773,0.2253
3.5,27000.0,-0.2,0.0737,0.3034
4.0,27000.0,-0.2,0.0677,0.2654
4.5,27000.0,-0.2,0.0696,0.2408
5.0,27000.0,-0.2,0.0728,0.2267
3.5,28000.0,-0.2,0.0715,0.3102
4.0,28000.0,-0.2,0.0658,0.2686
4.5,28000.0,-0.2,0.0671,0.2417
5.0,28000.0,-0.2,0.0689,0.2272
3.5,29000.0,-0.2,0.0664,0.318
4.0,29000.0,-0.2,0.0639,0.2718
4.5,29000.0,-0.2,0.0649,0.2428
5.0,29000.0,-0.2,0.0665,0.2266
3.5,30000.0,-0.2,0.0596,0.3265
4.0,30000.0,-0.2,0.0597,0.276
4.5,30000.0,-0.2,0.0626,0.244
5.0,30000.0,-0.2,0.0647,0.2256
3.5,31000.0,-0.2,0.0509,0.337
4.0,31000.0,-0.2,0.0548,0.2793
4.5,31000.0,-0.2,0.0593,0.2449
5.0,31000.0,-0.2,0.0621,0.2248
4.0,32000.0,-0.2,0.0482,0.2833
4.5,32000.0,-0.2,0.0556,0.2446
5.0,32000.0,-0.2,0.0596,0.2227
4.0,33000.0,-0.2,0.0396,0.2889
4.5,33000.0,-0.2,0.0507,0.2448
5.0,33000.0,-0.2,0.0567,0.22
4.0,34000.0,-0.2,0.0305,0.2944
4.5,34000.0,-0.2,0.0446,0.2456
5.0,34000.0,-0.2,0.0532,0.2172
4.0,35000.0,-0.2,0.0224,0.298
4.5,35000.0,-0.2,0.0368,0.2475
5.0,35000.0,-0.2,0.0486,0.2151
4.5,37500.0,-0.2,0.021,0.246
5.0,37500.0,-0.2,0.0342,0.2101
4.5,40000.0,-0.2,0.0131,0.2438
5.0,40000.0,-0.2,0.0233,0.2027
5.0,42500.0,-0.2,0.0181,0.199
5.0,45000.0,-0.2,0.0142,0.1995
5.0,47500.0,-0.2,0.0106,0.2015
5.0,50000.0,-0.2,0.0069,0.2044
0.0,3500.0,-0.1,0.9428,-0.1204
0.5,3500.0,-0.1,0.9394,-0.1224
1.0,3500.0,-0.1,0.93,-0.1212
1.5,3500.0,-0.1,0.9163,-0.117
2.0,3500.0,-0.1,0.9007,-0.111
2.5,3500.0,-0.1,0.8805,-0.0994
3.0,3500.0,-0.1,0.8128,-0.0388
3.5,3500.0,-0.1,0.6357,0.1284
4.0,3500.0,-0.1,0.4768,0.2699
4.5,3500.0,-0.1,0.3853,0.3447
5.0,3500.0,-0.1,0.3402,0.3775
0.0,3750.0,-0.1,0.8654,-0.0554
0.5,3750.0,-0.1,0.8712,-0.0592
1.0,3750.0,-0.1,0.8746,-0.0643
1.5,3750.0,-0.1,0.8769,-0.0714
2.0,3750.0,-0.1,0.8779,-0.0795
2.5,3750.0,-0.1,0.8752,-0.0853
3.0,3750.0,-0.1,0.8635,-0.0826
3.5,3750.0,-0.1,0.7762,-0.0075
4.0,3750.0,-0.1,0.5586,0.1887
4.5,3750.0,-0.1,0.3803,0.3384
5.0,3750.0,-0.1,0.2898,0.4064
0.0,4000.0,-0.1,0.7914,-0.0039
0.5,4000.0,-0.1,0.7927,-0.0003
1.0,4000.0,-0.1,0.7922,0.0023
1.5,4000.0,-0.1,0.794,0.0006
2.0,4000.0,-0.1,0.7965,-0.0037
2.5,4000.0,-0.1,0.7993,-0.0099
3.0,4000.0,-0.1,0.8017,-0.0174
3.5,4000.0,-0.1,0.7966,-0.0191
4.0,4000.0,-0.1,0.7129,0.0496
4.5,4000.0,-0.1,0.5081,0.2238
5.0,4000.0,-0.1,0.3342,0.3616
0.0,4250.0,-0.1,0.7251,0.0402
0.5,4250.0,-0.1,0.7261,0.0449
1.0,4250.0,-0.1,0.7243,0.0495
1.5,4250.0,-0.1,0.7263,0.0481
2.0,4250.0,-0.1,0.7291,0.0447
2.5,4250.0,-0.1,0.7311,0.0411
3.0,4250.0,-0.1,0.7331,0.0369
3.5,4250.0,-0.1,0.7338,0.0334
4.0,4250.0,-0.1,0.7299,0.0335
4.5,4250.0,-0.1,0.6656,0.0853
5.0,4250.0,-0.1,0.4972,0.2228
0.0,4500.0,-0.1,0.6598,0.083
0.5,4500.0,-0.1,0.6595,0.0902
1.0,4500.0,-0.1,0.656,0.0977
1.5,4500.0,-0.1,0.6578,0.0977
2.0,4500.0,-0.1,0.6613,0.0943
2.5,4500.0,-0.1,0.6671,0.0875
3.0,4500.0,-0.1,0.6721,0.081
3.5,4500.0,-0.1,0.6755,0.0755
4.0,4500.0,-0.1,0.6761,0.0726
4.5,4500.0,-0.1,0.674,0.0722
5.0,4500.0,-0.1,0.6294,0.1089
0.0,4750.0,-0.1,0.5943,0.1253
0.5,4750.0,-0.1,0.5921,0.1356
1.0,4750.0,-0.1,0.5889,0.1435
1.5,4750.0,-0.1,0.5902,0.1451
2.0,4750.0,-0.1,0.5931,0.1436
2.5,4750.0,-0.1,0.5996,0.1375
3.0,4750.0,-0.1,0.6056,0.1313
3.5,4750.0,-0.1,0.6124,0.1235
4.0,4750.0,-0.1,0.6163,0.1183
4.5,4750.0,-0.1,0.6188,0.1142
5.0,4750.0,-0.1,0.617,0.1145
0.0,5000.0,-0.1,0.5296,0.1636
0.5,5000.0,-0.1,0.5257,0.1766
1.0,5000.0,-0.1,0.5279,0.1812
1.5,5000.0,-0.1,0.5269,0.1864
2.0,5000.0,-0.1,0.5252,0.1901
2.5,5000.0,-0.1,0.5329,0.1843
3.0,5000.0,-0.1,0.5397,0.1784
3.5,5000.0,-0.1,0.5474,0.1713
4.0,5000.0,-0.1,0.5539,0.1649
4.5,5000.0,-0.1,0.5575,0.1611
