logg,Teff,Z,a,b
5.0,5000.0,-0.1,0.559,0.1591
0.0,5250.0,-0.1,0.4709,0.1953
0.5,5250.0,-0.1,0.4694,0.206
1.0,5250.0,-0.1,0.4662,0.2164
1.5,5250.0,-0.1,0.4681,0.2209
2.0,5250.0,-0.1,0.4656,0.2264
2.5,5250.0,-0.1,0.4713,0.2238
3.0,5250.0,-0.1,0.4773,0.2198
3.5,5250.0,-0.1,0.4858,0.2129
4.0,5250.0,-0.1,0.4926,0.2074
4.5,5250.0,-0.1,0.4966,0.2043
5.0,5250.0,-0.1,0.4988,0.203
0.0,5500.0,-0.1,0.4601,0.1848
0.5,5500.0,-0.1,0.42,0.2306
1.0,5500.0,-0.1,0.4188,0.2379
1.5,5500.0,-0.1,0.416,0.247
2.0,5500.0,-0.1,0.414,0.2533
2.5,5500.0,-0.1,0.4154,0.2562
3.0,5500.0,-0.1,0.421,0.254
3.5,5500.0,-0.1,0.4298,0.2477
4.0,5500.0,-0.1,0.4368,0.2427
4.5,5500.0,-0.1,0.4415,0.2396
5.0,5500.0,-0.1,0.4423,0.2402
0.0,5750.0,-0.1,0.5095,0.1379
0.5,5750.0,-0.1,0.4518,0.1874
1.0,5750.0,-0.1,0.3736,0.2628
1.5,5750.0,-0.1,0.3752,0.2652
2.0,5750.0,-0.1,0.3727,0.2719
2.5,5750.0,-0.1,0.3722,0.277
3.0,5750.0,-0.1,0.3755,0.2774
3.5,5750.0,-0.1,0.3811,0.2752
4.0,5750.0,-0.1,0.3874,0.2713
4.5,5750.0,-0.1,0.3928,0.2676
5.0,5750.0,-0.1,0.393,0.2691
0.0,6000.0,-0.1,0.5036,0.1432
0.5,6000.0,-0.1,0.4794,0.1621
1.0,6000.0,-0.1,0.4344,0.1928
1.5,6000.0,-0.1,0.3383,0.2866
2.0,6000.0,-0.1,0.3387,0.2881
2.5,6000.0,-0.1,0.34,0.2898
3.0,6000.0,-0.1,0.3406,0.2924
3.5,6000.0,-0.1,0.3424,0.2931
4.0,6000.0,-0.1,0.3469,0.291
4.5,6000.0,-0.1,0.3511,0.2889
5.0,6000.0,-0.1,0.3504,0.2911
0.5,6250.0,-0.1,0.4747,0.1683
1.0,6250.0,-0.1,0.4464,0.1878
1.5,6250.0,-0.1,0.3977,0.221
2.0,6250.0,-0.1,0.3086,0.304
2.5,6250.0,-0.1,0.311,0.3034
3.0,6250.0,-0.1,0.3125,0.3035
3.5,6250.0,-0.1,0.3135,0.3044
4.0,6250.0,-0.1,0.3166,0.303
4.5,6250.0,-0.1,0.319,0.302
5.0,6250.0,-0.1,0.3172,0.3045
0.5,6500.0,-0.1,0.4672,0.1707
1.0,6500.0,-0.1,0.4462,0.1914
1.5,6500.0,-0.1,0.4142,0.2104
2.0,6500.0,-0.1,0.3565,0.2483
2.5,6500.0,-0.1,0.2848,0.3169
3.0,6500.0,-0.1,0.2875,0.3153
3.5,6500.0,-0.1,0.2907,0.3132
4.0,6500.0,-0.1,0.2938,0.311
4.5,6500.0,-0.1,0.2947,0.3103
5.0,6500.0,-0.1,0.2925,0.3122
0.5,6750.0,-0.1,0.4407,0.1911
1.0,6750.0,-0.1,0.439,0.1943
1.5,6750.0,-0.1,0.4156,0.2145
2.0,6750.0,-0.1,0.3811,0.233
2.5,6750.0,-0.1,0.3239,0.2673
3.0,6750.0,-0.1,0.2667,0.3256
3.5,6750.0,-0.1,0.2703,0.3226
4.0,6750.0,-0.1,0.274,0.3189
4.5,6750.0,-0.1,0.2751,0.3169
5.0,6750.0,-0.1,0.2739,0.317
0.5,7000.0,-0.1,0.4137,0.2122
1.0,7000.0,-0.1,0.411,0.2155
1.5,7000.0,-0.1,0.4104,0.2162
2.0,7000.0,-0.1,0.3849,0.2358
2.5,7000.0,-0.1,0.3465,0.2557
3.0,7000.0,-0.1,0.2769,0.3069
3.5,7000.0,-0.1,0.2527,0.3308
4.0,7000.0,-0.1,0.2559,0.3269
4.5,7000.0,-0.1,0.2576,0.3235
5.0,7000.0,-0.1,0.2584,0.3218
0.5,7250.0,-0.1,0.3876,0.2307
1.0,7250.0,-0.1,0.3804,0.2379
1.5,7250.0,-0.1,0.3811,0.2372
2.0,7250.0,-0.1,0.3825,0.235
2.5,7250.0,-0.1,0.3541,0.2555
3.0,7250.0,-0.1,0.3109,0.2784
3.5,7250.0,-0.1,0.2457,0.3221
4.0,7250.0,-0.1,0.2394,0.3342
4.5,7250.0,-0.1,0.2403,0.3308
5.0,7250.0,-0.1,0.243,0.3273
0.5,7500.0,-0.1,0.3643,0.2441
1.0,7500.0,-0.1,0.353,0.255
1.5,7500.0,-0.1,0.348,0.2594
2.0,7500.0,-0.1,0.35,0.2567
2.5,7500.0,-0.1,0.3518,0.2537
3.0,7500.0,-0.1,0.3219,0.2748
3.5,7500.0,-0.1,0.2702,0.306
4.0,7500.0,-0.1,0.2246,0.3399
4.5,7500.0,-0.1,0.2247,0.338
5.0,7500.0,-0.1,0.2272,0.3338
1.0,7750.0,-0.1,0.3337,0.2633
1.5,7750.0,-0.1,0.3215,0.2734
2.0,7750.0,-0.1,0.3191,0.2747
2.5,7750.0,-0.1,0.3229,0.2701
3.0,7750.0,-0.1,0.3241,0.268
3.5,7750.0,-0.1,0.2892,0.2936
4.0,7750.0,-0.1,0.2367,0.3243
4.5,7750.0,-0.1,0.2072,0.344
5.0,7750.0,-0.1,0.2131,0.3404
1.0,8000.0,-0.1,0.3216,0.265
1.5,8000.0,-0.1,0.3038,0.2786
2.0,8000.0,-0.1,0.2958,0.2838
2.5,8000.0,-0.1,0.2953,0.2832
3.0,8000.0,-0.1,0.3001,0.278
3.5,8000.0,-0.1,0.2983,0.2795
4.0,8000.0,-0.1,0.2583,0.3087
4.5,8000.0,-0.1,0.2077,0.3408
5.0,8000.0,-0.1,0.1983,0.3467
1.0,8250.0,-0.1,0.3163,0.2618
1.5,8250.0,-0.1,0.2921,0.28
2.0,8250.0,-0.1,0.2797,0.2867
2.5,8250.0,-0.1,0.2748,0.2885
3.0,8250.0,-0.1,0.2757,0.2867
3.5,8250.0,-0.1,0.2813,0.2814
4.0,8250.0,-0.1,0.2731,0.2898
4.5,8250.0,-0.1,0.2257,0.3261
5.0,8250.0,-0.1,0.1881,0.3477
1.0,8500.0,-0.1,0.3179,0.2552
1.5,8500.0,-0.1,0.2844,0.2801
2.0,8500.0,-0.1,0.268,0.2881
2.5,8500.0,-0.1,0.2607,0.2896
3.0,8500.0,-0.1,0.2584,0.289
3.5,8500.0,-0.1,0.2604,0.2865
4.0,8500.0,-0.1,0.2648,0.2828
4.5,8500.0,-0.1,0.2464,0.3015
5.0,8500.0,-0.1,0.1973,0.3389
1.5,8750.0,-0.1,0.2783,0.2807
2.0,8750.0,-0.1,0.2589,0.2895
2.5,8750.0,-0.1,0.2485,0.2918
3.0,8750.0,-0.1,0.2439,0.2912
3.5,8750.0,-0.1,0.244,0.2888
4.0,8750.0,-0.1,0.2476,0.2849
4.5,8750.0,-0.1,0.2495,0.2844
5.0,8750.0,-0.1,0.2174,0.3159
1.5,9000.0,-0.1,0.2722,0.2826
2.0,9000.0,-0.1,0.2507,0.2917
2.5,9000.0,-0.1,0.2393,0.2933
3.0,9000.0,-0.1,0.2331,0.2927
3.5,9000.0,-0.1,0.2314,0.2903
4.0,9000.0,-0.1,0.2325,0.2875
4.5,9000.0,-0.1,0.2366,0.2836
5.0,9000.0,-0.1,0.2437,0.2778
2.0,9250.0,-0.1,0.2433,0.2936
2.5,9250.0,-0.1,0.2313,0.2949
3.0,9250.0,-0.1,0.2246,0.2936
3.5,9250.0,-0.1,0.2211,0.2918
4.0,9250.0,-0.1,0.2208,0.2892
4.5,9250.0,-0.1,0.2234,0.2854
5.0,9250.0,-0.1,0.2279,0.2811
2.0,9500.0,-0.1,0.2357,0.2961
2.5,9500.0,-0.1,0.2227,0.2973
3.0,9500.0,-0.1,0.2165,0.2948
3.5,9500.0,-0.1,0.2129,0.2923
4.0,9500.0,-0.1,0.2115,0.29
4.5,9500.0,-0.1,0.2123,0.2871
5.0,9500.0,-0.1,0.215,0.2835
2.0,9750.0,-0.1,0.2282,0.2986
2.5,9750.0,-0.1,0.2153,0.2988
3.0,9750.0,-0.1,0.2092,0.2957
3.5,9750.0,-0.1,0.2054,0.2928
4.0,9750.0,-0.1,0.203,0.2909
4.5,9750.0,-0.1,0.203,0.2883
5.0,9750.0,-0.1,0.2047,0.2852
2.0,10000.0,-0.1,0.221,0.3005
2.5,10000.0,-0.1,0.208,0.3002
3.0,10000.0,-0.1,0.2018,0.2968
3.5,10000.0,-0.1,0.1982,0.2936
4.0,10000.0,-0.1,0.1953,0.2916
4.5,10000.0,-0.1,0.1951,0.2889
5.0,10000.0,-0.1,0.1957,0.2866
2.0,10500.0,-0.1,0.2086,0.3028
2.5,10500.0,-0.1,0.1945,0.3013
3.0,10500.0,-0.1,0.1881,0.2978
3.5,10500.0,-0.1,0.1856,0.2935
4.0,10500.0,-0.1,0.1839,0.2902
4.5,10500.0,-0.1,0.182,0.2886
5.0,10500.0,-0.1,0.1807,0.2879
2.5,11000.0,-0.1,0.1826,0.3009
3.0,11000.0,-0.1,0.176,0.2965
3.5,11000.0,-0.1,0.174,0.292
4.0,11000.0,-0.1,0.1733,0.2883
4.5,11000.0,-0.1,0.1724,0.2861
5.0,11000.0,-0.1,0.1706,0.2856
2.5,11500.0,-0.1,0.1734,0.2993
3.0,11500.0,-0.1,0.1661,0.2933
3.5,11500.0,-0.1,0.1639,0.2886
4.0,11500.0,-0.1,0.1638,0.2848
4.5,11500.0,-0.1,0.1636,0.2825
5.0,11500.0,-0.1,0.1622,0.282
2.5,12000.0,-0.1,0.1662,0.298
3.0,12000.0,-0.1,0.1579,0.2898
3.5,12000.0,-0.1,0.1552,0.2843
4.0,12000.0,-0.1,0.1552,0.2805
4.5,12000.0,-0.1,0.1552,0.2786
5.0,12000.0,-0.1,0.1547,0.2779
2.5,12500.0,-0.1,0.1607,0.2972
3.0,12500.0,-0.1,0.1512,0.2868
3.5,12500.0,-0.1,0.1483,0.2794
4.0,12500.0,-0.1,0.1477,0.2757
4.5,12500.0,-0.1,0.148,0.2738
5.0,12500.0,-0.1,0.1481,0.2733
2.5,13000.0,-0.1,0.1564,0.2972
3.0,13000.0,-0.1,0.1458,0.2844
3.5,13000.0,-0.1,0.1425,0.2752
4.0,13000.0,-0.1,0.1415,0.2706
4.5,13000.0,-0.1,0.1415,0.2689
5.0,13000.0,-0.1,0.1418,0.2687
2.0,14000.0,-0.1,0.1896,0.3065
2.5,14000.0,-0.1,0.1504,0.298
3.0,14000.0,-0.1,0.1376,0.2815
3.5,14000.0,-0.1,0.1333,0.2688
4.0,14000.0,-0.1,0.1314,0.2621
4.5,14000.0,-0.1,0.1312,0.2591
5.0,14000.0,-0.1,0.1318,0.2584
2.5,15000.0,-0.1,0.1476,0.2994
3.0,15000.0,-0.1,0.1319,0.28
3.5,15000.0,-0.1,0.1267,0.2641
4.0,15000.0,-0.1,0.1249,0.2543
4.5,15000.0,-0.1,0.1241,0.2498
5.0,15000.0,-0.1,0.1234,0.2493
2.5,16000.0,-0.1,0.1469,0.3022
3.0,16000.0,-0.1,0.1275,0.2804
3.5,16000.0,-0.1,0.1216,0.2613
4.0,16000.0,-0.1,0.1196,0.2489
4.5,16000.0,-0.1,0.1184,0.2428
5.0,16000.0,-0.1,0.1175,0.2409
2.5,17000.0,-0.1,0.1474,0.3066
3.0,17000.0,-0.1,0.124,0.2821
3.5,17000.0,-0.1,0.1173,0.2599
4.0,17000.0,-0.1,0.1152,0.245
4.5,17000.0,-0.1,0.1141,0.237
5.0,17000.0,-0.1,0.113,0.2339
2.5,18000.0,-0.1,0.1482,0.3134
3.0,18000.0,-0.1,0.1211,0.2853
3.5,18000.0,-0.1,0.1134,0.2598
4.0,18000.0,-0.1,0.1113,0.2425
4.5,18000.0,-0.1,0.1102,0.2327
5.0,18000.0,-0.1,0.1093,0.2283
2.5,19000.0,-0.1,0.1471,0.3236
3.0,19000.0,-0.1,0.1175,0.291
3.5,19000.0,-0.1,0.1097,0.2612
4.0,19000.0,-0.1,0.1077,0.241
4.5,19000.0,-0.1,0.1068,0.2295
5.0,19000.0,-0.1,0.1057,0.2241
3.0,20000.0,-0.1,0.112,0.2996
3.5,20000.0,-0.1,0.105,0.265
4.0,20000.0,-0.1,0.104,0.241
4.5,20000.0,-0.1,0.1033,0.2275
5.0,20000.0,-0.1,0.1027,0.2206
3.0,21000.0,-0.1,0.1048,0.3099
3.5,21000.0,-0.1,0.0992,0.2708
4.0,21000.0,-0.1,0.0995,0.243
4.5,21000.0,-0.1,0.0999,0.2267
5.0,21000.0,-0.1,0.0998,0.2182
3.0,22000.0,-0.1,0.0983,0.3192
3.5,22000.0,-0.1,0.0916,0.2783
4.0,22000.0,-0.1,0.0937,0.2472
4.5,22000.0,-0.1,0.0958,0.2278
5.0,22000.0,-0.1,0.0962,0.2178
3.0,23000.0,-0.1,0.0967,0.325
3.5,23000.0,-0.1,0.0841,0.2853
4.0,23000.0,-0.1,0.087,0.2524
4.5,23000.0,-0.1,0.0904,0.2307
5.0,23000.0,-0.1,0.0921,0.2187
3.0,24000.0,-0.1,0.0989,0.3303
3.5,24000.0,-0.1,0.0784,0.2905
4.0,24000.0,-0.1,0.0798,0.2575
4.5,24000.0,-0.1,0.0845,0.2344
5.0,24000.0,-0.1,0.0873,0.2209
3.0,25000.0,-0.1,0.1035,0.3362
3.5,25000.0,-0.1,0.0755,0.2945
4.0,25000.0,-0.1,0.0744,0.2607
4.5,25000.0,-0.1,0.0786,0.2378
5.0,25000.0,-0.1,0.0817,0.224
3.0,26000.0,-0.1,0.1066,0.3438
3.5,26000.0,-0.1,0.0744,0.299
4.0,26000.0,-0.1,0.0702,0.2635
4.5,26000.0,-0.1,0.0732,0.2403
5.0,26000.0,-0.1,0.0768,0.2261
3.5,27000.0,-0.1,0.0739,0.3046
4.0,27000.0,-0.1,0.068,0.2659
4.5,27000.0,-0.1,0.0694,0.2415
5.0,27000.0,-0.1,0.0725,0.2271
3.5,28000.0,-0.1,0.0717,0.3114
4.0,28000.0,-0.1,0.0661,0.2691
4.5,28000.0,-0.1,0.0666,0.2426
5.0,28000.0,-0.1,0.0687,0.2277
3.5,29000.0,-0.1,0.0669,0.3191
4.0,29000.0,-0.1,0.0635,0.2731
4.5,29000.0,-0.1,0.0647,0.2435
5.0,29000.0,-0.1,0.0661,0.2273
3.5,30000.0,-0.1,0.06,0.3279
4.0,30000.0,-0.1,0.0599,0.2768
4.5,30000.0,-0.1,0.062,0.2451
5.0,30000.0,-0.1,0.0643,0.2263
3.5,31000.0,-0.1,0.0511,0.3389
4.0,31000.0,-0.1,0.0549,0.2801
4.5,31000.0,-0.1,0.0596,0.2452
5.0,31000.0,-0.1,0.0624,0.2248
4.0,32000.0,-0.1,0.0478,0.2848
4.5,32000.0,-0.1,0.0558,0.2452
5.0,32000.0,-0.1,0.0597,0.2231
4.0,33000.0,-0.1,0.0401,0.2898
4.5,33000.0,-0.1,0.0506,0.2457
5.0,33000.0,-0.1,0.0569,0.2205
4.0,34000.0,-0.1,0.0304,0.296
4.5,34000.0,-0.1,0.0447,0.2465
5.0,34000.0,-0.1,0.0529,0.2182
4.0,35000.0,-0.1,0.0221,0.3002
4.5,35000.0,-0.1,0.0369,0.2485
5.0,35000.0,-0.1,0.0485,0.216
4.5,37500.0,-0.1,0.0208,0.2478
5.0,37500.0,-0.1,0.0335,0.2121
4.5,40000.0,-0.1,0.0133,0.2459
5.0,40000.0,-0.1,0.0237,0.2041
5.0,42500.0,-0.1,0.0183,0.201
5.0,45000.0,-0.1,0.0145,0.2019
5.0,47500.0,-0.1,0.0108,0.2039
5.0,50000.0,-0.1,0.0067,0.2071
0.0,3500.0,0.0,0.9368,-0.1316
0.5,3500.0,0.0,0.9314,-0.1287
1.0,3500.0,0.0,0.921,-0.1229
1.5,3500.0,0.0,0.9083,-0.1158
2.0,3500.0,0.0,0.8941,-0.1073
2.5,3500.0,0.0,0.877,-0.0954
3.0,3500.0,0.0,0.8276,-0.0512
3.5,3500.0,0.0,0.6615,0.1044
4.0,3500.0,0.0,0.4961,0.2526
4.5,3500.0,0.0,0.3982,0.3349
5.0,3500.0,0.0,0.3441,0.3767
0.0,3750.0,0.0,0.8718,-0.0763
0.5,3750.0,0.0,0.8758,-0.0779
1.0,3750.0,0.0,0.8771,-0.0803
1.5,3750.0,0.0,0.878,-0.0848
2.0,3750.0,0.0,0.8766,-0.0885
2.5,3750.0,0.0,0.8722,-0.0903
3.0,3750.0,0.0,0.8616,-0.0863
3.5,3750.0,0.0,0.798,-0.0313
4.0,3750.0,0.0,0.6016,0.1466
4.5,3750.0,0.0,0.412,0.3091
5.0,3750.0,0.0,0.3084,0.3902
0.0,4000.0,0.0,0.7988,-0.0213
0.5,4000.0,0.0,0.7984,-0.0161
1.0,4000.0,0.0,0.7977,-0.0131
1.5,4000.0,0.0,0.7996,-0.0143
2.0,4000.0,0.0,0.8015,-0.0173
2.5,4000.0,0.0,0.8045,-0.0229
3.0,4000.0,0.0,0.8066,-0.0291
3.5,4000.0,0.0,0.8025,-0.0305
4.0,4000.0,0.0,0.7359,0.0248
4.5,4000.0,0.0,0.5444,0.1898
5.0,4000.0,0.0,0.3611,0.3382
0.0,4250.0,0.0,0.7342,0.0246
0.5,4250.0,0.0,0.7335,0.0304
1.0,4250.0,0.0,0.7315,0.035
1.5,4250.0,0.0,0.7325,0.0348
2.0,4250.0,0.0,0.7336,0.0335
2.5,4250.0,0.0,0.7363,0.0304
3.0,4250.0,0.0,0.7388,0.0269
3.5,4250.0,0.0,0.7398,0.0241
4.0,4250.0,0.0,0.7365,0.0244
4.5,4250.0,0.0,0.6805,0.0707
5.0,4250.0,0.0,0.5198,0.2041
0.0,4500.0,0.0,0.6676,0.0708
0.5,4500.0,0.0,0.6709,0.0742
1.0,4500.0,0.0,0.6647,0.0839
1.5,4500.0,0.0,0.6692,0.081
2.0,4500.0,0.0,0.6703,0.0802
2.5,4500.0,0.0,0.6759,0.0742
3.0,4500.0,0.0,0.6796,0.0698
3.5,4500.0,0.0,0.6826,0.0657
4.0,4500.0,0.0,0.6828,0.0643
4.5,4500.0,0.0,0.6809,0.0645
5.0,4500.0,0.0,0.6396,0.0996
0.0,4750.0,0.0,0.6056,0.1117
0.5,4750.0,0.0,0.6088,0.1165
1.0,4750.0,0.0,0.604,0.1254
1.5,4750.0,0.0,0.6057,0.1263
2.0,4750.0,0.0,0.6067,0.1266
2.5,4750.0,0.0,0.612,0.1219
3.0,4750.0,0.0,0.6175,0.1165
3.5,4750.0,0.0,0.6232,0.1106
4.0,4750.0,0.0,0.6256,0.1075
4.5,4750.0,0.0,0.6278,0.1045
5.0,4750.0,0.0,0.6268,0.1047
0.0,5000.0,0.0,0.548,0.1478
0.5,5000.0,0.0,0.5461,0.1581
1.0,5000.0,0.0,0.5436,0.1656
1.5,5000.0,0.0,0.5412,0.1712
2.0,5000.0,0.0,0.5405,0.1739
2.5,5000.0,0.0,0.5489,0.167
3.0,5000.0,0.0,0.5547,0.1623
3.5,5000.0,0.0,0.5612,0.1566
4.0,5000.0,0.0,0.5664,0.1519
4.5,5000.0,0.0,0.5709,0.1476
5.0,5000.0,0.0,0.572,0.1466
0.0,5250.0,0.0,0.4844,0.1864
0.5,5250.0,0.0,0.4793,0.1986
1.0,5250.0,0.0,0.476,0.2088
1.5,5250.0,0.0,0.4845,0.2073
2.0,5250.0,0.0,0.4845,0.2097
2.5,5250.0,0.0,0.4866,0.2095
3.0,5250.0,0.0,0.4932,0.2048
3.5,5250.0,0.0,0.5011,0.1984
4.0,5250.0,0.0,0.5093,0.1917
4.5,5250.0,0.0,0.5131,0.1891
5.0,5250.0,0.0,0.5149,0.1886
0.0,5500.0,0.0,0.4525,0.1966
0.5,5500.0,0.0,0.4307,0.2244
1.0,5500.0,0.0,0.4269,0.2328
1.5,5500.0,0.0,0.4316,0.237
2.0,5500.0,0.0,0.4249,0.2458
2.5,5500.0,0.0,0.4321,0.2433
3.0,5500.0,0.0,0.4362,0.2414
3.5,5500.0,0.0,0.4459,0.2343
4.0,5500.0,0.0,0.4545,0.2276
4.5,5500.0,0.0,0.4577,0.226
5.0,5500.0,0.0,0.4588,0.2267
0.0,5750.0,0.0,0.5166,0.1327
0.5,5750.0,0.0,0.4465,0.193
1.0,5750.0,0.0,0.3832,0.2565
1.5,5750.0,0.0,0.3815,0.2617
2.0,5750.0,0.0,0.3788,0.2691
2.5,5750.0,0.0,0.3848,0.269
3.0,5750.0,0.0,0.3888,0.2685
3.5,5750.0,0.0,0.3956,0.2646
4.0,5750.0,0.0,0.4019,0.2604
4.5,5750.0,0.0,0.4089,0.2556
5.0,5750.0,0.0,0.4092,0.2572
0.0,6000.0,0.0,0.5074,0.1407
0.5,6000.0,0.0,0.4806,0.1617
1.0,6000.0,0.0,0.4221,0.2083
1.5,6000.0,0.0,0.3439,0.2844
2.0,6000.0,0.0,0.3468,0.2842
2.5,6000.0,0.0,0.348,0.2862
3.0,6000.0,0.0,0.3491,0.2879
3.5,6000.0,0.0,0.3518,0.2877
4.0,6000.0,0.0,0.3588,0.2838
4.5,6000.0,0.0,0.3643,0.2807
5.0,6000.0,0.0,0.3633,0.2833
0.5,6250.0,0.0,0.4785,0.1655
1.0,6250.0,0.0,0.4538,0.1828
1.5,6250.0,0.0,0.4115,0.2116
2.0,6250.0,0.0,0.3129,0.302
2.5,6250.0,0.0,0.3159,0.301
3.0,6250.0,0.0,0.3166,0.3018
3.5,6250.0,0.0,0.3192,0.3021
4.0,6250.0,0.0,0.325,0.299
4.5,6250.0,0.0,0.3277,0.2981
5.0,6250.0,0.0,0.3269,0.3003
0.5,6500.0,0.0,0.4707,0.1685
1.0,6500.0,0.0,0.4485,0.1896
1.5,6500.0,0.0,0.4213,0.2066
2.0,6500.0,0.0,0.3651,0.2442
2.5,6500.0,0.0,0.288,0.3152
3.0,6500.0,0.0,0.2905,0.3138
3.5,6500.0,0.0,0.2948,0.3115
4.0,6500.0,0.0,0.2989,0.3092
4.5,6500.0,0.0,0.2987,0.3098
5.0,6500.0,0.0,0.299,0.3104
0.5,6750.0,0.0,0.444,0.1888
1.0,6750.0,0.0,0.4423,0.1918
1.5,6750.0,0.0,0.418,0.2126
2.0,6750.0,0.0,0.3818,0.2334
2.5,6750.0,0.0,0.3224,0.2752
3.0,6750.0,0.0,0.2689,0.3248
3.5,6750.0,0.0,0.2733,0.3214
4.0,6750.0,0.0,0.2764,0.3182
4.5,6750.0,0.0,0.2766,0.3175
5.0,6750.0,0.0,0.2774,0.3171
0.5,7000.0,0.0,0.4157,0.2108
1.0,7000.0,0.0,0.4142,0.2129
1.5,7000.0,0.0,0.413,0.2138
2.0,7000.0,0.0,0.3875,0.2336
2.5,7000.0,0.0,0.345,0.258
3.0,7000.0,0.0,0.2838,0.2993
3.5,7000.0,0.0,0.255,0.3301
4.0,7000.0,0.0,0.2569,0.3268
4.5,7000.0,0.0,0.2583,0.3243
5.0,7000.0,0.0,0.2604,0.3224
0.5,7250.0,0.0,0.3887,0.23
1.0,7250.0,0.0,0.3837,0.2353
1.5,7250.0,0.0,0.3847,0.2341
2.0,7250.0,0.0,0.3847,0.2329
2.5,7250.0,0.0,0.3567,0.2533
3.0,7250.0,0.0,0.309,0.2809
3.5,7250.0,0.0,0.2481,0.3215
4.0,7250.0,0.0,0.2404,0.3341
4.5,7250.0,0.0,0.2412,0.3313
5.0,7250.0,0.0,0.2443,0.3284
0.5,7500.0,0.0,0.3647,0.2437
1.0,7500.0,0.0,0.3539,0.2545
1.5,7500.0,0.0,0.3507,0.2573
2.0,7500.0,0.0,0.3547,0.2527
2.5,7500.0,0.0,0.3555,0.2505
3.0,7500.0,0.0,0.3262,0.2715
3.5,7500.0,0.0,0.2745,0.3026
4.0,7500.0,0.0,0.2265,0.3392
4.5,7500.0,0.0,0.2258,0.3385
5.0,7500.0,0.0,0.2285,0.3349
1.0,7750.0,0.0,0.3335,0.2636
1.5,7750.0,0.0,0.3227,0.2727
2.0,7750.0,0.0,0.321,0.2735
2.5,7750.0,0.0,0.3256,0.2682
3.0,7750.0,0.0,0.3263,0.2664
3.5,7750.0,0.0,0.2914,0.2918
4.0,7750.0,0.0,0.2367,0.3267
4.5,7750.0,0.0,0.2146,0.3435
5.0,7750.0,0.0,0.2144,0.341
1.0,8000.0,0.0,0.3212,0.265
1.5,8000.0,0.0,0.3037,0.2788
2.0,8000.0,0.0,0.2966,0.2837
2.5,8000.0,0.0,0.2969,0.2826
3.0,8000.0,0.0,0.3024,0.2769
3.5,8000.0,0.0,0.3008,0.278
4.0,8000.0,0.0,0.2593,0.3088
4.5,8000.0,0.0,0.2108,0.3417
5.0,8000.0,0.0,0.1995,0.3474
1.0,8250.0,0.0,0.3155,0.262
1.5,8250.0,0.0,0.2921,0.2795
2.0,8250.0,0.0,0.2797,0.2868
2.5,8250.0,0.0,0.2755,0.2884
3.0,8250.0,0.0,0.2772,0.2863
3.5,8250.0,0.0,0.2826,0.2815
4.0,8250.0,0.0,0.2745,0.29
4.5,8250.0,0.0,0.2266,0.3268
5.0,8250.0,0.0,0.1914,0.3496
1.5,8500.0,0.0,0.2837,0.28
2.0,8500.0,0.0,0.2686,0.287
2.5,8500.0,0.0,0.2606,0.2896
3.0,8500.0,0.0,0.259,0.2889
3.5,8500.0,0.0,0.2613,0.2867
4.0,8500.0,0.0,0.2659,0.2833
4.5,8500.0,0.0,0.2474,0.3026
5.0,8500.0,0.0,0.1979,0.3407
1.5,8750.0,0.0,0.2778,0.2803
2.0,8750.0,0.0,0.2588,0.2888
2.5,8750.0,0.0,0.2488,0.2908
3.0,8750.0,0.0,0.2446,0.2903
3.5,8750.0,0.0,0.2457,0.2876
4.0,8750.0,0.0,0.2486,0.2849
4.5,8750.0,0.0,0.2509,0.2847
5.0,8750.0,0.0,0.218,0.3176
1.5,9000.0,0.0,0.2723,0.2815
2.0,9000.0,0.0,0.2506,0.2908
2.5,9000.0,0.0,0.2395,0.2922
3.0,9000.0,0.0,0.2334,0.2918
3.5,9000.0,0.0,0.2319,0.2895
4.0,9000.0,0.0,0.2335,0.2866
4.5,9000.0,0.0,0.2377,0.283
5.0,9000.0,0.0,0.2452,0.2775
2.0,9250.0,0.0,0.2434,0.2927
2.5,9250.0,0.0,0.2315,0.2938
3.0,9250.0,0.0,0.2249,0.2926
3.5,9250.0,0.0,0.2216,0.2907
4.0,9250.0,0.0,0.2218,0.2878
4.5,9250.0,0.0,0.224,0.2848
5.0,9250.0,0.0,0.2287,0.2809
2.0,9500.0,0.0,0.2362,0.2948
2.5,9500.0,0.0,0.224,0.2953
3.0,9500.0,0.0,0.2171,0.2935
3.5,9500.0,0.0,0.2134,0.2913
4.0,9500.0,0.0,0.212,0.2891
4.5,9500.0,0.0,0.2132,0.286
5.0,9500.0,0.0,0.2161,0.2826
2.0,9750.0,0.0,0.2286,0.2975
2.5,9750.0,0.0,0.2163,0.2972
3.0,9750.0,0.0,0.2096,0.2945
3.5,9750.0,0.0,0.2061,0.2918
4.0,9750.0,0.0,0.2039,0.2898
4.5,9750.0,0.0,0.2039,0.2872
5.0,9750.0,0.0,0.2055,0.2844
2.0,10000.0,0.0,0.2221,0.2991
2.5,10000.0,0.0,0.2091,0.2986
3.0,10000.0,0.0,0.2028,0.2953
3.5,10000.0,0.0,0.199,0.2924
4.0,10000.0,0.0,0.1969,0.2899
4.5,10000.0,0.0,0.1959,0.2881
5.0,10000.0,0.0,0.1971,0.2852
2.0,10250.0,0.0,0.2158,0.3005
2.5,10250.0,0.0,0.2021,0.2998
3.0,10250.0,0.0,0.1961,0.296
3.5,10250.0,0.0,0.1928,0.2925
